ID: Gender, Age Category, Forgetfulness(%), Occupation, WorkPlace, Mask, Closed Relations
02166, Male, Senior Citizen, 10%, Retired, null, false, [04896 | 04674 | 02615 | 03845]
02167, Male, Adult, 46%, Technician, Orange, false, [05438 | 03609 | 04081 | 08096 | 07570]
02168, Male, Adult, 40%, Medic, Clinic, true, [06767 | 06304 | 00503 | 02786 | 02206 | 06466]
02169, Male, Adult, 8%, Clerk, MRT Station, false, [05393 | 04076 | 03415 | 06997 | 02507 | 04013 | 08829]
02170, Female, Adult, 37%, Chef, 2 Akhir, false, [05649 | 02976 | 09428 | 08421]
02171, Male, Children, 4%, Student, Secondary, false, [08497 | 03158 | 03638 | 01236]
02172, Female, Adult, 29%, Medic, Clinic, true, [04507 | 00157 | 08130 | 05714]
02173, Male, Senior Citizen, 40%, Retired, null, false, [07432 | 01038]
02174, Female, Adult, 9%, Manager, Post Office, false, [01854 | 09772 | 07465]
02175, Female, Children, 12%, Student, Secondary, false, [04969 | 08656 | 02629 | 01986]
02176, Male, Adult, 8%, Cashier, MRT Station, false, [05587 | 04479 | 07354 | 05766 | 08241]
02177, Female, Senior Citizen, 50%, Retired, null, false, [07997 | 07542 | 05018 | 00110]
02178, Male, Children, 17%, Student, Primary, false, [07417 | 06075]
02179, Male, Children, 22%, Student, Secondary, false, [05663 | 01024]
02180, Female, Senior Citizen, 14%, Retired, null, false, [03724 | 00997 | 00791]
02181, Male, Children, 10%, Student, Secondary, false, [07004 | 00988]
02182, Female, Children, 28%, Student, Secondary, false, [08311]
02183, Male, Children, 16%, Student, Secondary, false, [03736]
02184, Female, Adult, 17%, Barista, Moonlings, false, [08694 | 00400 | 00447]
02185, Male, Adult, 35%, Clerk, Kindergarden, false, [07665]
02186, Male, Adult, 29%, Shopping Centre Retailer, Moonlings, false, [04486 | 03428 | 05342 | 08159 | 00744 | 05975]
02187, Male, Children, 28%, Student, Secondary, false, [04556 | 07979 | 08542 | 01069]
02188, Male, Senior Citizen, 43%, Retired, null, false, [05227 | 04636 | 00516]
02189, Female, Senior Citizen, 17%, Retired, null, false, [09668 | 08298 | 06589 | 01405 | 02469]
02190, Male, Adult, 40%, Accountant, JJPTRv2, false, [06686]
02191, Female, Adult, 47%, Baker, Moonlings, false, []
02192, Male, Adult, 14%, Waiter, Moonlings, false, [08948 | 01096]
02193, Female, Children, 25%, Student, Secondary, false, [07701 | 04251]
02194, Female, Senior Citizen, 16%, Retired, null, false, [05551 | 04417]
02195, Female, Adult, 46%, Barista, Moonlings, false, [07509 | 07037 | 08530]
02196, Female, Senior Citizen, 68%, Retired, null, false, [09276 | 01242]
02197, Male, Senior Citizen, 44%, Retired, null, false, [04760 | 03112 | 02917 | 01635 | 01597]
02198, Female, Adult, 33%, Firefighter, Fire Station, false, [08273 | 04854 | 04769 | 00081]
02199, Female, Senior Citizen, 22%, Retired, null, false, [02842 | 01208 | 00621]
02200, Female, Adult, 29%, Accountant, AccSol, false, [08543 | 01387 | 03155]
02201, Female, Children, 14%, Student, Secondary, false, [08020 | 07657 | 05711 | 05423 | 00390 | 00251]
02202, Male, Children, 10%, Student, Primary, false, [08503 | 01468]
02203, Female, Children, 3%, Student, Secondary, false, [05436 | 02605 | 02942]
02204, Male, Children, 13%, Student, Secondary, false, [05176 | 04693 | 05222 | 02857]
02205, Male, Senior Citizen, 41%, Retired, null, false, [05158 | 01416 | 01656]
02206, Male, Children, 22%, Student, Primary, false, [07416 | 05638 | 02168 | 01505]
02207, Male, Children, 7%, Student, Secondary, false, [04691 | 02619 | 00102]
02208, Female, Adult, 26%, Baker, Moonlings, false, [09246 | 07123]
02209, Female, Adult, 24%, Waiter, Moonlings, false, [07074 | 05902 | 09847 | 05734]
02210, Male, Adult, 42%, Medic, Hospital, true, [06122 | 04971 | 01992 | 06051]
02211, Female, Adult, 32%, Waiter, IKEY, false, [07145]
02212, Male, Children, 21%, Student, Primary, false, [02634 | 04213 | 03544]
02213, Male, Children, 19%, Student, Secondary, false, [06643 | 03123 | 01695]
02214, Female, Children, 27%, Student, Primary, false, [02938 | 01987 | 03951 | 00700 | 02301]
02215, Male, Adult, 7%, Clerk, Secondary, false, [05570 | 06749]
02216, Female, Adult, 15%, Cashier, SlowMart, false, [08374]
02217, Female, Children, 7%, Student, Secondary, false, []
02218, Female, Senior Citizen, 58%, Retired, null, false, [03246 | 02893 | 09673]
02219, Female, Senior Citizen, 20%, Retired, null, false, [09949 | 02911]
02220, Male, Senior Citizen, 33%, Retired, null, false, [05163 | 04068 | 09748 | 00332]
02221, Female, Senior Citizen, 16%, Retired, null, false, [05669 | 03785 | 09592 | 00925]
02222, Male, Adult, 14%, Barista, Moonlings, false, [01408 | 03730 | 04105]
02223, Male, Senior Citizen, 45%, Retired, null, false, [04394 | 03397 | 00168]
02224, Male, Senior Citizen, 13%, Retired, null, false, [05163 | 04585]
02225, Female, Children, 20%, Student, Primary, false, [04938 | 01565 | 06282 | 05434]
02226, Male, Senior Citizen, 33%, Retired, null, false, [07545 | 04125 | 01874 | 01537]
02227, Male, Senior Citizen, 66%, Retired, null, false, [03415 | 03364 | 02827 | 01506 | 00242 | 02044 | 01311]
02228, Female, Children, 29%, Student, Secondary, false, [06327 | 02352]
02229, Male, Children, 4%, Student, Secondary, false, [04741 | 04683]
02230, Male, Senior Citizen, 68%, Retired, null, false, [05274 | 04360 | 00373 | 01721]
02231, Female, Children, 26%, Student, Secondary, false, [01821 | 01039]
02232, Male, Adult, 24%, Baker, Moonlings, false, [03372]
02233, Male, Children, 8%, Student, Secondary, false, [06965 | 06341]
02234, Male, Children, 9%, Student, Primary, false, [05395 | 05725 | 01330]
02235, Female, Adult, 45%, Baker, Moonlings, false, [02370 | 00119]
02236, Female, Adult, 9%, Chef, Moonlings, false, []
02237, Female, Children, 1%, Student, Secondary, false, [01190]
02238, Female, Children, 23%, Student, Secondary, false, [00951 | 07809 | 05023 | 02403]
02239, Female, Senior Citizen, 45%, Retired, null, false, [09982 | 09870 | 04444 | 02923 | 02293 | 00220]
02240, Male, Senior Citizen, 27%, Retired, null, false, [06629 | 05081 | 02538 | 02524 | 00649 | 04512]
02241, Female, Senior Citizen, 51%, Retired, null, false, [08817 | 07642 | 01844 | 01748]
02242, Male, Senior Citizen, 63%, Retired, null, false, [06089 | 05052 | 02294]
02243, Male, Children, 18%, Student, Secondary, false, [09508 | 02336]
02244, Male, Senior Citizen, 47%, Retired, null, false, [06405 | 03760 | 01925 | 09425]
02245, Female, Adult, 47%, Manager, Pharmarcy, true, []
02246, Female, Senior Citizen, 28%, Retired, null, false, [09959 | 06144 | 00234]
02247, Male, Senior Citizen, 31%, Retired, null, false, [08674 | 09345 | 00275 | 09812 | 09658]
02248, Male, Adult, 13%, Cashier, IKEY, false, [03895 | 01312 | 07081 | 08591]
02249, Male, Senior Citizen, 62%, Retired, null, false, [09088 | 02164 | 01137]
02250, Female, Children, 13%, Student, Primary, false, [07863 | 09349 | 01088]
02251, Male, Children, 12%, Student, Secondary, false, [06919 | 01163]
02252, Male, Children, 13%, Student, Primary, false, [03220 | 05614 | 06846]
02253, Male, Senior Citizen, 48%, Retired, null, false, [02119 | 01880]
02254, Male, Adult, 10%, Medic, Clinic, true, [05505]
02255, Male, Senior Citizen, 39%, Retired, null, false, [06805 | 04335 | 02814 | 02694 | 08888 | 09561 | 03794 | 01400]
02256, Female, Senior Citizen, 27%, Retired, null, false, [01803 | 00676]
02257, Female, Adult, 15%, Accountant, RHP, false, [08617 | 07827 | 07500]
02258, Female, Adult, 31%, Baker, IKEY, false, [05007]
02259, Female, Children, 29%, Student, Secondary, false, [06450 | 04600 | 01787 | 00386]
02260, Male, Senior Citizen, 60%, Retired, null, false, [05215 | 00383]
02261, Male, Senior Citizen, 34%, Retired, null, false, [04996 | 03755 | 02294]
02262, Male, Adult, 28%, Firefighter, Fire Station, false, [08076 | 09485 | 06286 | 05261]
02263, Female, Children, 2%, Student, Secondary, false, [06689 | 00563]
02264, Male, Children, 28%, Student, Primary, false, [09837 | 00591]
02265, Male, Adult, 42%, Manager, Pharmarcy, true, [04805 | 09561 | 07631 | 00425]
02266, Male, Senior Citizen, 15%, Retired, null, false, [03341 | 02937 | 00271]
02267, Male, Children, 0%, Student, Primary, false, [06719 | 03020 | 08166 | 00852 | 08620 | 04608]
02268, Male, Senior Citizen, 69%, Retired, null, false, [07902 | 02512 | 00005 | 03643 | 09658 | 04714]
02269, Male, Children, 13%, Student, Secondary, false, [07887]
02270, Male, Senior Citizen, 50%, Retired, null, false, [04583 | 03263 | 02456 | 00611 | 09332 | 00016 | 00942]
02271, Female, Senior Citizen, 26%, Retired, null, false, [06565 | 05554 | 04964 | 02151]
02272, Male, Children, 16%, Student, Secondary, false, [04281]
02273, Male, Children, 11%, Student, Secondary, false, [04327 | 02823]
02274, Female, Senior Citizen, 64%, Retired, null, false, [07673 | 06378 | 01847]
02275, Female, Children, 1%, Student, Primary, false, [07847 | 05920 | 04381 | 01699 | 03246]
02276, Male, Adult, 27%, Shopping Centre Retailer, Moonlings, false, []
02277, Male, Children, 2%, Student, Secondary, false, [02322 | 02837 | 00798]
02278, Female, Senior Citizen, 47%, Retired, null, false, [06225 | 02437 | 03391 | 01138 | 00507]
02279, Male, Children, 11%, Student, Secondary, false, [03029]
02280, Male, Children, 6%, Student, Secondary, false, [05196 | 01611]
02281, Male, Children, 23%, Student, Primary, false, [08112 | 04717 | 03319 | 08935]
02282, Male, Children, 21%, Student, Secondary, false, [04597 | 00123 | 02157]
02283, Female, Senior Citizen, 13%, Retired, null, false, [04340 | 03803 | 01982 | 00691 | 00471]
02284, Female, Adult, 26%, Chef, IKEY, false, [08762 | 06409]
02285, Male, Children, 19%, Student, Primary, false, [07980 | 06174]
02286, Female, Children, 25%, Student, Primary, false, [07317 | 04731 | 03255]
02287, Female, Children, 24%, Student, Secondary, false, [08726 | 07995 | 00320 | 06750 | 04102 | 03855]
02288, Female, Senior Citizen, 41%, Retired, null, false, [09052 | 06924 | 04585 | 02472 | 01110]
02289, Male, Adult, 48%, Clerk, Museum, false, [01215 | 07990 | 02165]
02290, Male, Adult, 29%, Technician, Petrocad, false, [03235 | 06746]
02291, Male, Adult, 47%, Cashier, Ali's Nasi Kandar, false, [08421 | 06945 | 06433 | 02918 | 01737 | 09742 | 00109]
02292, Male, Senior Citizen, 19%, Retired, null, false, [04698 | 02455 | 09973 | 00674 | 09504 | 08945]
02293, Female, Children, 19%, Student, Primary, false, [05146 | 04253 | 05589 | 02239 | 00300]
02294, Female, Senior Citizen, 70%, Retired, null, false, [03980 | 03467 | 04812 | 03256 | 02261 | 02242]
02295, Female, Adult, 35%, Engineer, Petrocad, false, [07823 | 01357]
02296, Male, Children, 16%, Student, Secondary, false, [04860 | 03352 | 06923 | 01916]
02297, Male, Children, 0%, Student, Secondary, false, [07933 | 07469 | 03539 | 01574 | 00507 | 03091 | 06208]
02298, Male, Senior Citizen, 16%, Retired, null, false, [08081 | 04386 | 09822 | 00812]
02299, Female, Senior Citizen, 45%, Retired, null, false, [06846 | 01655]
02300, Female, Adult, 5%, Barista, IKEY, false, [08533 | 04150 | 05235 | 00376]
02301, Male, Children, 18%, Student, Primary, false, [04561 | 02214]
02302, Female, Adult, 29%, Housemaker, null, false, [08889 | 04112 | 03276 | 02570 | 02445 | 01721 | 00194]
02303, Female, Children, 28%, Student, Secondary, false, [05470 | 09497]
02304, Female, Adult, 15%, Barista, Moonlings, false, [09354 | 07326 | 09439 | 07121]
02305, Male, Adult, 48%, Cashier, SlowMart, false, [03447 | 05283]
02306, Male, Adult, 8%, Shopping Centre Retailer, 2 Akhir, false, [03952]
02307, Female, Senior Citizen, 51%, Retired, null, false, [09679 | 02770 | 03703 | 04541 | 02019]
02308, Female, Children, 12%, Student, Secondary, false, [08004 | 05461]
02309, Female, Children, 1%, Student, Secondary, false, [06676 | 07727 | 03937 | 03090 | 06249]
02310, Male, Adult, 13%, Clerk, Secondary, false, [05057]
02311, Female, Senior Citizen, 66%, Retired, null, false, [09372 | 08773 | 05519 | 00920 | 01221 | 00080]
02312, Male, Adult, 16%, Firefighter, Fire Station, false, [08584 | 06511 | 07943 | 00011 | 03288 | 03113]
02313, Male, Senior Citizen, 40%, Retired, null, false, [09644 | 05554 | 09469]
02314, Female, Senior Citizen, 49%, Retired, null, false, [01914 | 01846 | 01100 | 00689]
02315, Female, Children, 4%, Student, Secondary, false, [07419 | 01991 | 01152]
02316, Female, Children, 27%, Student, Secondary, false, [09324 | 00526]
02317, Male, Adult, 38%, Chef, IKEY, false, [01174]
02318, Female, Senior Citizen, 20%, Retired, null, false, [09545 | 05765 | 02044]
02319, Female, Children, 17%, Student, Primary, false, [07865 | 00276 | 02652]
02320, Male, Children, 27%, Student, Secondary, false, [06961 | 06182 | 03422 | 04863]
02321, Female, Senior Citizen, 31%, Retired, null, false, [09850 | 09688 | 00117]
02322, Female, Children, 26%, Student, Primary, false, [06928 | 08243 | 09114 | 02277]
02323, Male, Children, 6%, Student, Secondary, false, [05894 | 02952 | 07001 | 08046]
02324, Female, Adult, 5%, Baker, 2 Akhir, false, [09092 | 05473 | 01268]
02325, Male, Children, 20%, Student, Primary, false, [09140 | 08971]
02326, Male, Children, 9%, Student, Secondary, false, [04417 | 05726 | 07077 | 03132]
02327, Female, Adult, 41%, Cashier, Orange, false, [01307 | 01977 | 05217]
02328, Male, Adult, 42%, Clerk, Moonlings, false, []
02329, Male, Adult, 24%, Baker, 2 Akhir, false, [07416 | 06771 | 09291 | 05382]
02330, Female, Children, 17%, Student, Primary, false, [07186 | 03918 | 00373 | 05575]
02331, Female, Senior Citizen, 44%, Retired, null, false, [09259 | 03786 | 03303]
02332, Female, Senior Citizen, 19%, Retired, null, false, [02373 | 04376 | 00004 | 06255 | 01607]
02333, Female, Children, 9%, Student, Secondary, false, [05441 | 00405]
02334, Female, Children, 21%, Student, Secondary, false, [02127 | 00272]
02335, Female, Adult, 18%, Clerk, JanBank, false, [03457]
02336, Male, Senior Citizen, 34%, Retired, null, false, [03454 | 02243 | 00808]
02337, Female, Senior Citizen, 28%, Retired, null, false, [00164 | 09802 | 09488 | 01297]
02338, Female, Children, 9%, Student, Secondary, false, [08701 | 04730]
02339, Female, Children, 15%, Student, Kindergarden, false, [05778 | 01308 | 00804]
02340, Female, Adult, 29%, Chef, 2 Akhir, false, [06601 | 09039 | 04305 | 07573 | 00690]
02341, Male, Adult, 28%, Policeman, Police Station, false, [07238]
02342, Female, Senior Citizen, 42%, Retired, null, false, [04956 | 04885 | 03965 | 00830 | 02142]
02343, Female, Senior Citizen, 13%, Retired, null, false, [07843 | 07301 | 04427 | 01383]
02344, Female, Senior Citizen, 53%, Retired, null, false, [03082 | 01502 | 06756 | 01461]
02345, Female, Adult, 36%, Medic, Clinic, true, [03020 | 05423 | 07078 | 01953]
02346, Male, Children, 21%, Student, Secondary, false, [09487 | 06631 | 02934 | 00319]
02347, Male, Senior Citizen, 51%, Retired, null, false, [05921 | 02730 | 03685 | 09182 | 01836 | 01305]
02348, Female, Children, 12%, Student, Primary, false, [09164]
02349, Female, Adult, 25%, Technician, KTM Station, false, [02692 | 00691 | 01346]
02350, Female, Children, 12%, Student, Primary, false, [06079 | 06195]
02351, Male, Adult, 45%, Medic, Pharmarcy, true, [07270 | 00673]
02352, Male, Children, 14%, Student, Primary, false, [07344 | 02838 | 08910 | 02228]
02353, Male, Adult, 43%, Technician, Petrocad, false, [07186 | 06788 | 03997 | 04009]
02354, Female, Children, 4%, Student, Secondary, false, [08963 | 05648 | 01316 | 00469 | 01250]
02355, Female, Children, 14%, Student, Secondary, false, [07355]
02356, Male, Senior Citizen, 69%, Retired, null, false, [04006 | 03079 | 09588 | 00908]
02357, Male, Adult, 35%, Manager, Park, false, [05430 | 07659]
02358, Male, Children, 7%, Student, Secondary, false, [06402 | 05507 | 04123 | 00985 | 09768]
02359, Male, Adult, 31%, Housemaker, null, false, [02841 | 02496]
02360, Female, Adult, 41%, Housemaker, null, false, []
02361, Female, Children, 15%, Student, Secondary, false, [00951]
02362, Female, Children, 14%, Student, Primary, false, [05644]
02363, Female, Adult, 32%, Engineer, KTM Station, false, []
02364, Female, Senior Citizen, 10%, Retired, null, false, [05664 | 04603 | 05147 | 02446 | 03873]
02365, Male, Senior Citizen, 10%, Retired, null, false, [03913 | 03954 | 04792]
02366, Male, Adult, 34%, Waiter, MoonBucks, false, []
02367, Male, Adult, 5%, Clerk, Secondary, false, [05595 | 05564 | 09382]
02368, Female, Adult, 37%, Housemaker, null, false, [04766 | 01092]
02369, Male, Children, 14%, Student, Secondary, false, [09073 | 04516 | 01256 | 02915]
02370, Female, Children, 12%, Student, Secondary, false, [00877 | 09084 | 02235 | 01245]
02371, Female, Adult, 36%, Baker, Moonlings, false, [00891]
02372, Female, Adult, 7%, Housemaker, null, false, [06139 | 01318 | 09560 | 02115]
02373, Male, Children, 5%, Student, Secondary, false, [03192 | 03948 | 08038 | 06000 | 02332]
02374, Male, Senior Citizen, 17%, Retired, null, false, [09916]
02375, Male, Adult, 19%, Baker, Moonlings, false, [01054 | 09268]
02376, Male, Children, 20%, Student, Secondary, false, [07052 | 06247]
02377, Female, Children, 23%, Student, Primary, false, [00400 | 09418 | 04402 | 04164]
02378, Male, Senior Citizen, 31%, Retired, null, false, [07084 | 05763 | 09453 | 01385 | 00428]
02379, Male, Adult, 36%, Policeman, Police Station, false, [03651 | 08766]
02380, Female, Adult, 34%, Clerk, 2 Akhir, false, [05934 | 02932 | 08163 | 01646 | 01072]
02381, Male, Adult, 13%, Baker, Moonlings, false, [08129]
02382, Male, Senior Citizen, 19%, Retired, null, false, [08852 | 09605 | 00836]
02383, Female, Children, 2%, Student, Primary, false, [07640 | 05033 | 06216]
02384, Female, Senior Citizen, 57%, Retired, null, false, [00038]
02385, Male, Adult, 40%, Policeman, Police Station, false, [00074]
02386, Female, Senior Citizen, 35%, Retired, null, false, [06709]
02387, Male, Children, 1%, Student, Kindergarden, false, [02965 | 07047 | 01801 | 06973]
02388, Male, Adult, 26%, Chef, 2 Akhir, false, [06969 | 03826 | 05454]
02389, Female, Senior Citizen, 24%, Retired, null, false, [09852 | 01709 | 06605]
